augmented_text,source_text,binary,category,line_id,document_id,new_document_id
"""We persisted in launching a sequence of commercie with testimonials from entrepreneurs, who have set up fresh facilities within Rhode Island recently.""",We also continued to run a series of ads featuring endorsement of Rhode Island by industrialists who had recently established new plants here ,1,government,27,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""In an effort to attract a larger group of manufacturers focused on site selection, we boosted our industrial promotion fund for the fiscal year from $32,000 to $40,000. Additionally, the Industrial Property Management's monetary involvement was enhanced from $17,
  ","To reach a still greater audience of location-minded manufacturers , our industrial advertising budget for the fiscal year was increased from $32,000 to $40,000 , and the Industrial Building Authority's financial participation was upped from $17,000 to $20,000 ",1,government,28,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""Advertisements in newspapers predominantly appeared within the New York Times and Wall Street Journal (Eastern and Midwestern editions), which typically featured two conspicuous ads per month. Secondarily, they were also present to some extent in the New York Herald Tribune and, specifically for the west coast, Los Angeles Times and the Pacific Coast edition of the Wall Street
Journal.""","Newspaper advertising was mainly concentrated in the New York Times and the Wall Street Journal ( Eastern and Midwestern editions ) which averaged two prominent ads per month , and to a lesser degree the New York Herald Tribune and , for the west coast , the Los Angeles Times and the Wall Street Journal ( Pacific Coast edition ) ",1,government,29,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""Alongside routine timetables, ads were placed strategically in prominent issues of The New York Times, Boston Herald, American Banker, Electronic News, and for regional exposure, Providence's Sunday Journal.""","In addition to the regular schedule , advertisements were run for maximum impact in special editions of the New York Times , Boston Herald , American Banker , Electronic News and , for local promotion , the Providence Sunday Journal ",1,government,30,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"    Periodical promotion encompassed Administrative Approaches, The Northeastern, U.S.","Magazine advertising included Management Methods , The New Englander , U",1,government,31,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
""" Remember, maintaining the text's length akin to its initial form, consisting of approximately one word. This adjustment caters to generating diverse training data for classification tasks.""",S,1,government,32,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""Potential stakeholder, Site Selection"" 
Here we've replaced 'Investor' with a synonym 'stakeholder', changed 'Location' to its lesser-used term 'Site Selection'. The text length remains the same.","Investor , and Plant Location ",1,government,33,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"The direct mail promotion included three in-state dispatches of 1680 letters apiece, along with six external mailings aimed at electronics, plastics, pharmaceutical and business machine producers, as well as publishers.  

Note: The revised text still contains the same information but is phrased differently, ensuring that synonyms have been used where possible and sentences restructured while maintaining semantic similarity to the original passage. The length of this paraphrase remains close to the 32-word count in the original text.","The direct mail campaign consisted of 3 intra-state mailings of 1680 letters each and 6 out-of-state directed to electronics , plastics , pharmaceutical , and business machine manufacturers , and to publishers ",1,government,34,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""These amounted to 6,76# articles of communication.""","These totaled 6,768 pieces of correspondence ",1,government,35,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"The 1e60 promotional campaign garnered a total of 239 inquiries; 164 via media and 75 through direct mail. Remember to maintain a comparable length, equivalent to the initial text which comprises 20 words.",The 1960 advertising campaign brought a total of 239 inquiries ; ; 164 from media and 75 from direct mail ,1,government,36,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""Two hundred nineteen responses originated from 35 among our fifty U.S. states, with eleven hailing from overseas nations.""",Two hundred and nineteen were received from 35 of our 50 United States and 11 came from foreign countries ,1,government,37,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"New York dominated with most queries, trailed by California, then New Jersey, Massachusetts, and Pennsylvania. The aim here is to create diverse training data for classification tasks while maintaineing a comparable length (approximately 20 words) as the original text.","New York led in the number of inquiries , followed by California , New Jersey , Massachusetts , and Pennsylvania ",1,government,38,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"Among overseas nations replying were Germany, Canada, Brazil, and India.","Among foreign countries responding were Germany , Canada , Brazil and India ",1,government,39,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""Missionary outreach An essential task in attracting industrial sites includes what we call `` Missionary visits '' conducted by a specialist from this Division's industrial promotion team.""",Industrial promotion An important operation in soliciting industrial locations involves what we term `` Missionary calls '' by one of this Division's industrial promotion specialists ,1,government,40,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""These entail unanticipated visits, conducted at leading executives within production companies situated amidst heavily industrially developed regions.""

This revised sentence maintains a similar meaning and structure as the initial one but employs different wording to fulfill your requirements.","These consist of visits , without previous announcement , on top officials of manufacturing concerns located in highly industrialized areas ",1,government,41,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"Over 25 meticulously chosen cities were explored, comprising New York City, Brooklyn Borough, Long Island City, Newark Town, Elizabeth Township, Stamford Village, Waterbury Metropolitan Area, New Haven Region, Bridgeport Zone, Boston Hub, Cambridge Neighborhood, Worcester District, and Waltham Locality.
    ""","More than 25 carefully selected cities were visited , including New York , Brooklyn , Long Island City , Newark , Elizabeth , Stamford , Waterbury , New Haven , Bridgeport , Boston , Cambridge , Worcester , and Waltham ",1,government,42,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""From an overall count of eight hundred and three conversations, four hundred fifty-two connections successfully reached high-level company executives.""","Out of a total of 603 calls , 452 contacts were established with top executive personnel ",1,government,43,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
"""We welcomed 76 nonlocal explorers eager to examine Rhode Island's manufacturing benefits, and Industrial Division staff conducted 55 follow-up visits outside of state boundaries.""
This new sentence contains the same core information as the original but uses synonyms and a different structure while maintaining a similar length.","We received 76 out-of-state visitors interested in investigating Rhode Island's industrial advantages , and Industrial Division personnel made 55 out-of-state follow-up visits ",1,government,44,7286df93462973d727c88c85ee7a7c90,7286df93462973d727c88c85ee7a7c90_aug
